character,comic,reality,identity,alignment,eye_color,hair_color,sex,lgbtq,lgbtq_note,alive,appearances,first_appear_date,first_appear_year
Adeline Prescott,DC,New Earth,Public Identity,Good,Brown,Brown,Female,No,,Living,3,"2008, May",2008
Adellca,DC,New Earth,Secret Identity,Good,Black,Black,Female,No,,Deceased,1,"2011, September",2011
Adelynn Duquesne,Marvel,Earth-616,Secret Identity,Good,,Blond,Female,No,,Living,2,,
Adept,DC,New Earth,Secret Identity,Good,,,Male,No,,Living,3,"2008, May",2008
Adewale Ekoku,Marvel,Earth-616,Secret Identity,Good,Brown,Bald,Male,No,,Living,1,"2022, July 02",2002
Adjudicator,Marvel,Earth-616,Secret Identity,Neutral,Black,Black,Male,No,,Living,4,"2022, August 07",2007
Adjunct,Marvel,Earth-616,Secret Identity,Good,Purple,Purple,Female,No,,Living,1,"1992, January 01",1992
Admiral Footsu,Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Deceased,1,"1944, March 01",1944
Admiral Leeds,Marvel,Earth-616,Public Identity,Good,,White,Male,No,,Living,3,"1941, November 01",1941
Admiral Nippo,Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Living,1,"1942, June 01",1942
Admiral Nodope,Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Deceased,1,"1942, May 01",1942
Admiral von Roeder,Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Deceased,1,"1943, March 01",1943
Adolf Hitler,Marvel,Earth-616,No Dual Identity,Bad,Brown,Brown,Male,No,,Deceased,145,"1940, September 01",1940
Adolf Hitler,DC,New Earth,Public Identity,Bad,Brown,Brown,Male,No,,Deceased,101,"1942, March",1942
Adolf Hitler (Clone),Marvel,Earth-616,Secret Identity,Bad,Blue,Brown,Male,No,,Living,30,"1963, December 01",1963
Adolf Hitler Clone,DC,New Earth,Secret Identity,Bad,,Black,Male,No,,Deceased,3,"1986, June",1986
Adolf Impossible,Marvel,Earth-616,No Dual Identity,Good,Black,No Hair,Male,No,,Living,7,,
Adolphus,Marvel,Earth-616,Secret Identity,,,,Male,No,,Living,5,"2022, July 04",2004
Adomox,Marvel,Earth-616,Public Identity,Bad,Yellow,Blond,Male,No,,Living,2,,
Adonis,Marvel,Earth-616,No Dual Identity,Neutral,,Brown,Male,No,,Living,1,"1951, June 01",1951
Adora,Marvel,Earth-616,Secret Identity,,,,Female,No,,Deceased,20,"1979, March 01",1979
Adora (Clone),Marvel,Earth-616,Secret Identity,,,,Female,No,,Living,,"1993, November 01",1993
Adrasteia,DC,New Earth,Public Identity,Good,Green,Red,Female,No,,Deceased,3,"2011, January",2011
Adri Nital,Marvel,Earth-616,No Dual Identity,Bad,Red,Black,Male,No,,Deceased,7,"1975, January 01",1975
Adria,Marvel,Earth-616,Secret Identity,Bad,,Black,Female,No,,Living,6,"1966, February 01",1966
Adria Walker,Marvel,Earth-616,No Dual Identity,,,,Female,No,,Living,3,"1987, September 01",1987
Adrian Castorp,Marvel,Earth-616,No Dual Identity,,,Blond,Male,No,,Deceased,1,"1985, April 01",1985
Adrian Chase,DC,New Earth,Public Identity,,Blue,Blond,Male,No,,Deceased,76,"1982, September",1982
Adrian Corbo,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Male,No,,Living,26,"1997, July 01",1997
Adrian Defoe,Marvel,Earth-616,Secret Identity,Good,Blue,No Hair,Male,No,,Living,4,"2022, January 04",2004
Adrian Eiskalt,Marvel,Earth-616,No Dual Identity,,Black,Brown,Male,No,,Living,1,"1993, September 01",1993
Adrian Lynn,Marvel,Earth-616,Secret Identity,Neutral,Black,,Female,No,,Living,4,"1993, March 01",1993
Adrian Paratino,DC,New Earth,,Good,,Black,Male,No,,Living,19,"2009, May",2009
Adrian Toomes,Marvel,Earth-616,Public Identity,Bad,Hazel,Bald,Male,No,,Living,248,"1963, May 01",1963
Adrian Turner,Marvel,Earth-616,No Dual Identity,,,Black,Male,No,,Living,1,"1982, October 01",1982
Adrian Wentworth,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,1,"1995, December",1995
Adrian Zapruder,DC,New Earth,Public Identity,Neutral,,White,Male,No,,Living,1,"1995, March",1995
Adriana Soria,Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Female,No,,Deceased,25,"2022, August 04",2004
Adriana Soria (Princess),Marvel,Earth-616,Secret Identity,Bad,Yellow,Black,Female,No,,Deceased,1,"2022, November 12",2012
Adrianna Tomaz,DC,New Earth,Public Identity,Neutral,Brown,Brown,Female,No,,Deceased,38,"2006, May",2006
Adrienne Bowen,Marvel,Earth-616,No Dual Identity,,Brown,Brown,Female,No,,Living,4,"2022, April 05",2005
Adrienne Frost,Marvel,Earth-616,Public Identity,Bad,Green,Blond,Female,No,,Deceased,24,"1999, March 01",1999
Adur,Marvel,Earth-616,No Dual Identity,Bad,Purple,Bald,Male,No,,Living,4,,
Adva,Marvel,Earth-616,Secret Identity,,,,Female,No,,Living,12,"1998, October 01",1998
Adversary,Marvel,Earth-616,Secret Identity,Bad,Blue,,Male,No,,Living,32,"1984, December 01",1984
Advisor,Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Male,No,,Living,9,"1994, April 01",1994
Aegir,Marvel,Earth-616,No Dual Identity,,,,Male,No,,Living,2,"1981, May 01",1981
Aegis,Marvel,Earth-616,Secret Identity,Neutral,White,No Hair,Female,No,,Deceased,8,"2022, August 06",2006
Aeish,Marvel,Earth-616,,,,,Female,No,,Living,1,"1992, October 01",1992
Ael-Dan,Marvel,Earth-616,No Dual Identity,,,White,Male,No,,Deceased,3,"1991, August 01",1991
Aelfric,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Deceased,4,"1973, January 01",1973
Aelfyre Whitemane,Marvel,Earth-616,Secret Identity,Good,Pink,White,Male,No,,Deceased,2,"1984, August 01",1984
Aella,DC,New Earth,,Good,,,Female,No,,Deceased,6,"1987, February",1987
Aeltri,Marvel,Earth-616,Secret Identity,Good,,,Female,No,,Living,1,"1979, November 01",1979
Aeneas,Marvel,Earth-616,Secret Identity,Neutral,Brown,Brown,Male,No,,Living,2,"1979, November 01",1979
Aentaros,Marvel,Earth-616,,,,,Male,No,,Living,2,"2000, May 01",2000
Aeric,Marvel,Earth-616,Secret Identity,,,,Male,No,,Living,1,"1998, November 01",1998
Aerivar XVIII,Marvel,Earth-616,,Bad,,,Male,No,,Living,3,"1984, December 01",1984
Aeroika,Marvel,Earth-616,,,,Gold,Male,No,,Living,6,"1980, January 01",1980
Aesklos,Marvel,Earth-616,,,,,Male,No,,Living,,"1975, February 01",1975
Aftaab Lemar,Marvel,Earth-616,,Bad,,,Male,No,,Deceased,3,"2022, August 06",2006
Afterburner,Marvel,Earth-616,Secret Identity,Bad,,Green,Female,No,,Living,2,"1994, February 01",1994
Afterlife,Marvel,Earth-616,Secret Identity,Good,,,Male,No,,Living,3,"1996, May 01",1996
Aftermath,DC,New Earth,Secret Identity,Bad,,Blond,Male,No,,Deceased,2,"2005, January",2005
Aftermath (Sleeper),Marvel,Earth-616,Public Identity,Neutral,White,No Hair,Male,No,,Living,2,"1994, January 01",1994
Aga'po,DC,New Earth,Public Identity,Good,Violet,,Female,No,,Deceased,,"2009, January",2009
Agamemno,DC,New Earth,Secret Identity,,White,,Male,No,,Living,5,"2000, July",2000
Agamemnon,DC,New Earth,,Neutral,,,Male,No,,Deceased,2,"1948, August",1948
Agamemnon (Dog),Marvel,Earth-616,No Dual Identity,,Brown,Brown,Male,No,,Deceased,,"1995, May 01",1995
Agamemnon (Mythology),Marvel,Earth-616,Public Identity,,,,Male,No,,Deceased,2,"1979, November 01",1979
Agamotto,Marvel,Earth-616,Secret Identity,Neutral,Variable Eye Color,Variable Hair Color,Male,No,,Deceased,19,"1974, June 01",1974
Agantha,DC,New Earth,Secret Identity,Bad,Photocellular Eyes,,Female,No,,Living,1,"1964, September",1964
Agar,Marvel,Earth-616,No Dual Identity,Bad,Black,No Hair,Male,No,,Living,,,
Agatha Harkness,Marvel,Earth-616,No Dual Identity,Good,Blue,White,Female,No,,Deceased,122,"1970, January 01",1970
Agatha Harkness (Heroes Reborn),Marvel,Earth-616,No Dual Identity,Good,,,Female,No,,Living,8,"1996, November 01",1996
Agatha Timly,Marvel,Earth-616,,Bad,,,Female,No,,Living,1,"1972, May 01",1972
Agatha Wayne,DC,New Earth,,Good,,White,Female,No,,Living,3,"1955, February",1955
Agathon,Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1975, January 01",1975
Agdistis,Marvel,Earth-616,,,,,Female,No,,Living,,"1986, February 01",1986
Aged Genghis,Marvel,Earth-616,,Neutral,Brown,Bald,Male,No,,Living,12,"1965, September 01",1965
Agent !,DC,New Earth,Secret Identity,Bad,,Black,Male,No,,Deceased,4,"1991, November",1991
Agent 13 (Hydra Agent),Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Deceased,,"1994, July 01",1994
Agent 17 (A.I.M.),Marvel,Earth-616,Secret Identity,Bad,,Black,Female,No,,Living,,"1977, July 01",1977
Agent 22,Marvel,Earth-616,Secret Identity,,,Black,Female,No,,Living,2,"1994, October 01",1994
Agent 5,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,"1989, April 01",1989
Agent 9,Marvel,Earth-616,,,,Brown,Male,No,,Deceased,,"1998, September 01",1998
Agent A-14,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Deceased,1,"1970, April 01",1970
Agent Anesthesia,Marvel,Earth-616,Secret Identity,Bad,Red,No Hair,Female,No,,Living,3,"2022, January 11",2011
Agent Axis,Marvel,Earth-616,Secret Identity,Bad,,White,Male,No,,Deceased,13,"1977, August 01",1977
Agent Axis,DC,New Earth,Secret Identity,Bad,,,Female,No,,Living,2,"1942, December",1942
Agent Briggs,Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Male,No,,Living,2,"1998, May 01",1998
Agent Carver,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Female,No,,Living,3,"2022, March 07",2007
Agent Colby,Marvel,Earth-616,Public Identity,Good,,Blond,Male,No,,Living,1,"2000, July 01",2000
Agent Copernicus,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,"1998, February 01",1998
Agent Crimson,Marvel,Earth-616,Secret Identity,Good,,Red,Male,No,,Living,4,"2022, April 07",2007
Agent Crock,Marvel,Earth-616,Secret Identity,,Green,Brown,Male,No,,Living,1,"1987, October 01",1987
Agent D (Ducharme),Marvel,Earth-616,,Bad,,,Female,No,,Living,,"1976, July 01",1976
Agent Deems,Marvel,Earth-616,Secret Identity,,Brown,Bald,Male,No,,Deceased,13,"2022, October 06",2006
Agent Donohue,Marvel,Earth-616,Public Identity,Neutral,,Brown,Female,No,,Living,2,"1989, October 01",1989
Agent Gorman,Marvel,Earth-616,No Dual Identity,Bad,Brown,Brown,Male,No,,Deceased,9,"2022, January 13",2013
Agent Green,Marvel,Earth-616,Secret Identity,Good,,,Female,No,,Deceased,2,"2000, December 01",2000
Agent Hayes,Marvel,Earth-616,Secret Identity,Good,Brown,Brown,Male,No,,Living,1,,
Agent K,Marvel,Earth-616,Secret Identity,Good,,Blond,Male,No,,Living,1,"1980, December 01",1980
Agent Kepler,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,"1998, February 01",1998
Agent L,Marvel,Earth-616,Secret Identity,,,Brown,Male,No,,Living,1,"1965, October 01",1965
Agent Liberty II,DC,New Earth,Secret Identity,Good,,,Female,No,,Living,2,"2009, October",2009
Agent M,Marvel,Earth-616,Secret Identity,,Blue,Brown,Male,No,,Living,1,"1979, December 01",1979
Agent Monkton,Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Male,No,,Deceased,4,,
Agent Newton,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,"1998, February 01",1998
Agent of 1000 Faces,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,6,"1968, September 01",1968
Agent of Fortune,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,5,"1978, April 01",1978
Agent of Heaven,Marvel,Earth-616,Secret Identity,Good,,Blond,Male,No,,Living,2,"1974, June 01",1974
Agent of Hell,Marvel,Earth-616,Secret Identity,Bad,,No Hair,Male,No,,Living,1,"1974, June 01",1974
Agent of the Realm Between,Marvel,Earth-616,Secret Identity,Neutral,,,Male,No,,Living,1,"1974, June 01",1974
Agent Orange,Marvel,Earth-616,Secret Identity,Good,,,Female,No,,Deceased,2,"2000, December 01",2000
Agent Orange,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,2,"1983, October",1983
Agent Owen,Marvel,Earth-616,Secret Identity,,,Blond,Male,No,,Living,1,"2022, November 06",2006
Agent Planck,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,"1998, February 01",1998
Agent Pratt,Marvel,Earth-616,Public Identity,Bad,Red,Bald,Male,No,,Living,10,"2022, July 02",2002
Agent Q,Marvel,Earth-616,Secret Identity,,,,Male,No,,Living,1,"1972, September 01",1972
Agent R-2,Marvel,Earth-616,Secret Identity,Bad,,Bald,Male,No,,Living,,"1969, December 01",1969
Agent Red,Marvel,Earth-616,Secret Identity,Good,,,Male,No,,Deceased,2,"2000, December 01",2000
Agent Simon,Marvel,Earth-616,Secret Identity,,Black,Blue,Male,No,,Living,,"1994, March 01",1994
Agent Syn,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,2,"1980, November 01",1980
Agent Walsh,Marvel,Earth-616,Public Identity,Neutral,Brown,Black,Male,No,,Living,4,"2022, December 03",2003
Agent Whitman,Marvel,Earth-616,Secret Identity,,Brown,Bald,Male,No,,Living,1,"2022, September 06",2006
Agent X (Nijo),Marvel,Earth-616,Secret Identity,Neutral,Brown,Bald,Male,No,,Living,35,"2022, May 02",2002
Agent X (WWII Japanese Soldier),Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Deceased,,"1942, March 01",1942
Agent X (WWII Japanese Spy),Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Living,1,"1942, March 01",1942
Aggamon,Marvel,Earth-616,Secret Identity,Bad,Green,No Hair,Male,No,,Living,5,"1964, April 01",1964
Aghanne,Marvel,Earth-616,,Bad,Green,Brown,Female,No,,Living,5,"2022, February 07",2007
Aginar,Marvel,Earth-616,Secret Identity,,Grey,Black,Male,No,,Living,6,"1977, May 01",1977
Agitator,Marvel,Earth-616,,,,,,No,,Living,,"2000, April 01",2000
Agmarr Slogg,Marvel,Earth-616,No Dual Identity,,,,Male,No,,Living,,"2022, November 04",2004
Agnar,Marvel,Earth-616,No Dual Identity,,,White,Male,No,,Living,2,"1964, May 01",1964
Agnar of Vanaheim,Marvel,Earth-616,Secret Identity,Good,,Black,Male,No,,Living,18,"1983, December 01",1983
"Agnar, King of the Eagles",Marvel,Earth-616,,Good,,,Male,No,,Living,4,"1964, January 01",1964
Agni,DC,New Earth,Secret Identity,Bad,Brown,Black,Male,No,,Living,8,"1988, September",1988
Agogg,DC,New Earth,Public Identity,Bad,,Brown,Male,No,,Deceased,1,"1991, February",1991
Agon,Marvel,Earth-616,No Dual Identity,,,Black,Male,No,,Deceased,4,"1968, January 01",1968
Agony (Hellbent),Marvel,Earth-616,Secret Identity,Bad,,Red,Female,No,,Living,10,"1992, November 01",1992
Agony (Symbiote),Marvel,Earth-616,,Neutral,White,Bald,Agender,No,,Living,14,"1993, May 01",1993
Agrimet,Marvel,Earth-616,,,,,Male,No,,Deceased,1,"2022, August 03",2003
Agrippe,DC,New Earth,Public Identity,Good,,Red,Female,No,,Living,1,"2008, March",2008
Agrippina,DC,New Earth,Secret Identity,Bad,,Blue,Female,No,,Deceased,3,"2002, September",2002
Agrom,Marvel,Earth-616,No Dual Identity,Good,White,Black,Male,No,,Living,4,"1989, October 01",1989
Agu,Marvel,Earth-616,No Dual Identity,Neutral,,Brown,Male,No,,Living,5,"1953, July 01",1953
Agua Sin Gaaz,DC,New Earth,Secret Identity,Bad,Brown,Black,Male,No,,Deceased,5,"2000, October",2000
Aguinaga,Marvel,Earth-616,Public Identity,Good,,,Male,No,,Living,2,"2022, January 04",2004
Aguja,Marvel,Earth-616,Secret Identity,Bad,Green,Blond,Female,No,,Deceased,5,"2022, September 06",2006
Ah Knee,Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Deceased,1,"1942, August 01",1942
Ah-Muzencab,Marvel,Earth-616,,,Black,,Male,No,,Deceased,1,"2022, October 12",2012
Ahh,Marvel,Earth-616,,,,White,Female,No,,Living,1,"1991, April 01",1991
Ahk-Ton,DC,New Earth,,Bad,Black,,Male,No,,Living,8,"1965, January",1965
Ahmad Azis,Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1985, June 01",1985
Ahmbra,Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Female,No,,Living,3,"1996, November 01",1996
Ahmed (Tunnel Rats),Marvel,Earth-616,Secret Identity,Neutral,,Black,Male,No,,Living,1,"2022, March 05",2005
Ahmed Noor,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Male,No,,Living,4,"2022, August 10",2010
Ahmed Samsarra,DC,New Earth,,Good,Brown,Brown,Male,No,,Deceased,1,"2005, July",2005
Ahmet,Marvel,Earth-616,Public Identity,Bad,,Grey,Male,No,,Deceased,1,"1986, February 01",1986
Ahmet Abdol,Marvel,Earth-616,Public Identity,Bad,Red,Bald,Male,No,,Living,44,"1969, March 01",1969
Ahpuch,Marvel,Earth-616,,Bad,,No Hair,Male,No,,Living,10,"1982, October 01",1982
Ahpuch,DC,New Earth,,,,,Male,No,,Living,2,"1988, August",1988
Ahqlau,Marvel,Earth-616,No Dual Identity,,Green,Red,Female,No,,Living,6,"1985, November 01",1985
Ahri'ahn,DC,New Earth,Public Identity,Good,Green,Brown,Male,No,,Living,,"1982, March",1982
Ahriman,DC,New Earth,Public Identity,Bad,,,Male,No,,Living,6,"1980, February",1980
Ahti,DC,New Earth,Secret Identity,Good,,,Female,No,,Living,19,"1992, September",1992
Ahtier,DC,New Earth,Secret Identity,Bad,,,Female,No,,Deceased,6,1987,1987
Ahura Boltagon,Marvel,Earth-616,No Dual Identity,,Brown,Black,Male,No,,Living,38,,
Ahura Mazda,Marvel,Earth-616,,,,White,Male,No,,Living,,"2022, September 09",2009
Ahura-Mazda,DC,New Earth,,Good,Gold,Gold,Male,No,,Deceased,3,"1980, February",1980
Ai Apaec,Marvel,Earth-616,Secret Identity,Bad,White,Grey,Male,No,,Deceased,28,"2022, January 11",2011
Ai-Chi Wong,Marvel,Earth-616,,Good,,,Female,No,,Living,1,"1997, December 01",1997
Aiden,Marvel,Earth-616,Secret Identity,Good,Blue,Red,Male,No,,Living,23,"2022, February 13",2013
Aiko Miyazaki,Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Female,No,,Living,15,"1998, September 01",1998
Ailma,Marvel,Earth-616,No Dual Identity,Good,,Black,Female,No,,Living,2,"1943, April 01",1943
Aimee (Clint Barton's neighbor),Marvel,Earth-616,No Dual Identity,Good,Black,Pink,Female,Yes,Homosexual,Living,,"2022, October 12",2012
Aimee DeWitt,DC,New Earth,Public Identity,,,Brown,Female,No,,Living,1,"1997, July",1997
Ainet,Marvel,Earth-616,,,,White,Female,No,,Living,2,"1998, July 01",1998
Aiomumkondi,Marvel,Earth-616,,,,,Male,No,,Living,1,"2000, May 01",2000
Air (Elementals),Marvel,Earth-616,,Neutral,,,,No,,Living,2,"1981, July 01",1981
Air-Walker (Automaton),Marvel,Earth-616,,,Black,No Hair,Male,No,,Living,27,"1972, March 01",1972
Airam Sappal,DC,New Earth,,Good,,,Female,No,,Deceased,1,"2009, January",2009
Airborne (Death Squad),Marvel,Earth-616,,Bad,,,Female,No,,Living,2,"1998, February 01",1998
Aireo,Marvel,Earth-616,Secret Identity,Bad,Blue,,Male,No,,Living,34,"1966, February 01",1966
Airhead,Marvel,Earth-616,Secret Identity,,,Blond,Female,No,,Living,2,"1987, August 01",1987
Aislinn,Marvel,Earth-616,,,,,Female,No,,Living,1,"2022, November 02",2002
Aja,Marvel,Earth-616,Secret Identity,,Brown,Black,Male,No,,Living,5,"2022, May 08",2008
Ajak,Marvel,Earth-616,Secret Identity,,Grey,Black,Male,No,,Living,40,"1976, August 01",1976
Ajanii Jackson,Marvel,Earth-616,,,Brown,Black,Male,No,,Living,1,"1999, April 01",1999
Ajax (Francis),Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Male,No,,Deceased,10,"1998, March 01",1998
Ajax (Greek Legend),Marvel,Earth-616,No Dual Identity,Good,,Brown,Male,No,,Living,5,"2022, March 06",2006
Ajax (Pantheon),Marvel,Earth-616,Secret Identity,Good,Blue,Brown,Male,No,,Living,24,"1991, March 01",1991
Ajaxis,Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"2022, August 06",2006
Ajes'ha,Marvel,Earth-616,No Dual Identity,Good,,Blond,Female,No,,Deceased,,"1999, July 01",1999
Ajna,Marvel,Earth-616,Secret Identity,Neutral,Brown,Black,Female,No,,Living,1,,
Ak,Marvel,Earth-616,No Dual Identity,Good,One Eye,,Male,No,,Deceased,1,"1941, March 01",1941
Ak-Var,DC,New Earth,Public Identity,Neutral,,Blond,Male,No,,Deceased,2,"2009, August",2009
Akahara,DC,New Earth,Public Identity,Bad,,Black,Male,No,,Deceased,2,"2004, October",2004
Akaje,Marvel,Earth-616,,,,,Male,No,,Living,1,"2022, June 03",2003
Akarl,DC,New Earth,,Good,,,Male,No,,Deceased,2,"1989, March",1989
Akasha Martinez,Marvel,Earth-616,No Dual Identity,Neutral,,,Female,No,,Living,4,"1997, September 01",1997
Akatora,Marvel,Earth-616,,Bad,,Black,Male,No,,Living,3,"1996, November 01",1996
Akeja,Marvel,Earth-616,Secret Identity,Bad,,Bald,Male,No,,Living,2,"2022, March 10",2010
Akhlut,DC,New Earth,Secret Identity,Bad,Black,Black,Male,No,,Deceased,2,"2008, August",2008
Akihira,Marvel,Earth-616,Secret Identity,Neutral,Black,Black,Male,No,,Deceased,3,"2022, August 08",2008
Akihiro,Marvel,Earth-616,Secret Identity,Bad,Blue,Black,Male,Yes,Bisexual,Living,189,"2022, October 06",2006
Akila,DC,New Earth,Public Identity,Good,Brown,Brown,Female,No,,Living,5,"1999, September",1999
Akiniko,Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1998, November 01",1998
Akira Kiamata,Marvel,Earth-616,Secret Identity,Bad,,,Female,No,,Deceased,1,"2022, November 07",2007
Akiro,Marvel,Earth-616,,Good,,Black,Male,No,,Living,1,"1984, May 01",1984
Akisha,DC,New Earth,,,,,Female,No,,Living,12,"2008, July",2008
Akpaxa,Marvel,Earth-616,,Bad,,Brown,Male,No,,Living,3,"2022, February 09",2009
Äkrä,Marvel,Earth-616,,,,Brown,Male,No,,Living,,"2022, September 09",2009
Akreon,Marvel,Earth-616,,Bad,,,Male,No,,Living,,"1983, March 01",1983
Akulia,Marvel,Earth-616,No Dual Identity,,Black,Black,Female,No,,Deceased,3,"1991, February 01",1991
Al B. Harper,Marvel,Earth-616,No Dual Identity,Good,Brown,Black,Male,No,,Deceased,2,"1969, April 01",1969
